"cardcode","Store","RFM (MAY15-JUN15)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAR16-APR16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAY16-JUN16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","Score Difference with Y_Ago","RFM Lights with Y_Ago (MAY15-JUN15)","Score Difference with Previous","RFM Lights with Previous (MAR16-APR16)"
'80015896,National,,,,,,,,,,,,,,,,,,,,,333,0.5,Pandora Ayios Antonios - Pandora Tseriou,3,3,3,6,4,39.63,0.00%,,White,,White
'80015897,National,,,,,,,,,,,311,0.125,Pandora Agios Dometios,3,1,1,7,1,2.57,0.00%,232,0.313,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou,2,3,2,14,4,17.91,0.00%,,White,150.40%,Blue
'80015898,National,,,,,,,,,,,411,0.188,Pandora Agios Dometios,4,1,1,4,2,4.58,0.00%,332,0.375,Pandora Agios Dometios,3,3,2,10,4,10.24,0.00%,,White,99.47%,Blue
'80015899,National,,,,,,,,,,,,,,,,,,,,,121,0.063,Pandora Agios Dometios,1,2,1,44,3,5.7,0.00%,,White,,White
'80015900,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,49,1,2.38,0.00%,,White,,White
'80015901,National,,,,,,,,,,,222,0.25,Pandora Agios Dometios,2,2,2,12,3,23.66,0.00%,122,0.188,Pandora Agios Dometios,1,2,2,30,3,19.65,0.00%,,White,(  24.80%),Yellow
'80015903,National,,,,,,,,,,,411,0.188,Pandora Agios Dometios,4,1,1,2,1,2.66,0.00%,344,0.688,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,3,4,4,6,10,64.05,0.00%,,White,265.96%,Blue
'80015904,National,,,,,,,,,,,,,,,,,,,,,322,0.313,Pandora Agios Dometios,3,2,2,6,2,10.16,0.00%,,White,,White
'80015905,National,,,,,,,,,,,542,0.563,Pandora Agios Dometios,5,4,2,1,8,14.27,0.00%,554,0.875,Pandora Agios Dometios,5,5,4,0,50,79.65,0.00%,,White,55.42%,Blue
'80015906,National,,,,,,,,,,,311,0.125,Pandora Agios Dometios,3,1,1,7,1,1.33,0.00%,444,0.75,Pandora Agios Dometios,4,4,4,5,12,78.65,0.00%,,White,500.00%,Blue
'80015908,National,,,,,,,,,,,311,0.125,Pandora Agios Dometios,3,1,1,10,1,3.33,0.00%,112,0.125,Pandora Agios Dometios,1,1,2,35,1,10.81,0.00%,,White,0.00%,Green
'80015909,National,,,,,,,,,,,323,0.438,Pandora Agios Dometios,3,2,3,6,3,34.32,11.10%,,,,,,,,,,,,,,Black
'80015910,National,,,,,,,,,,,,,,,,,,,,,112,0.125,Pandora Agios Dometios,1,1,2,59,1,17.95,0.00%,,White,,White
'80015912,National,,,,,,,,,,,532,0.5,Pandora Agios Dometios,5,3,2,0,6,19.92,0.00%,253,0.563,Pandora Agios Dometios,2,5,3,15,13,41.82,0.00%,,White,12.60%,Green
'80015913,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,13,2,3.9,0.00%,453,0.688,Pandora Agios Dometios,4,5,3,4,13,33.93,0.00%,,White,992.06%,Blue
'80015914,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,15,2,4.15,0.00%,,,,,,,,,,,,,,Black
'80015915,National,,,,,,,,,,,422,0.375,Pandora Agios Dometios,4,2,2,2,3,16.37,0.00%,245,0.75,Pandora Agios Dometios - Pandora Prodromou,2,4,5,18,11,83.68,3.08%,,White,100.00%,Blue
'80015916,National,,,,,,,,,,,211,0.063,Pandora Ayios Antonios,2,1,1,16,1,8.9,0.00%,,,,,,,,,,,,,,Black
'80015920,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,48,1,7.62,0.00%,,White,,White
'80015921,National,,,,,,,,,,,332,0.375,Pandora Ayios Antonios - Pandora Agios Dometios,3,3,2,8,4,22.77,0.00%,432,0.438,Pandora Ayios Antonios - Pandora Agios Dometios,4,3,2,5,4,19.43,0.00%,,White,16.80%,Green
'80015922,National,,,,,,,,,,,,,,,,,,,,,244,0.625,Pandora Agios Dometios,2,4,4,22,9,48.24,0.00%,,White,,White
'80015925,National,,,,,,,,,,,,,,,,,,,,,334,0.625,Pandora Agios Dometios,3,3,4,6,4,57.79,0.00%,,White,,White
'80015926,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,12,2,4.29,0.00%,143,0.438,Pandora Agios Dometios,1,4,3,37,10,36.44,0.00%,,White,595.24%,Blue
'80015927,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,11,2,5.42,0.00%,,,,,,,,,,,,,,Black
'80015928,National,,,,,,,,,,,532,0.5,Pandora Agios Dometios - Pandora Tseriou,5,3,2,1,4,15.08,0.00%,543,0.688,Pandora Agios Dometios - Pandora Tseriou - Pandora Kaimakli - Pandora Athalassas,5,4,3,0,8,29.76,0.00%,,White,37.60%,Green
'80015930,National,,,,,,,,,,,412,0.313,Pandora Agios Dometios,4,1,2,2,2,18.26,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,20,4,29.61,0.00%,,White,39.94%,Green
'80015931,National,,,,,,,,,,,412,0.313,Pandora Agios Dometios,4,1,2,3,1,13.89,0.00%,223,0.375,Pandora Agios Dometios,2,2,3,26,2,25.46,0.00%,,White,19.81%,Green
'80015932,National,,,,,,,,,,,534,0.75,Pandora Agios Dometios,5,3,4,0,5,61.87,0.00%,235,0.688,Pandora Agios Dometios,2,3,5,15,5,112.82,0.00%,,White,(   8.27%),Yellow
'80015933,National,,,,,,,,,,,543,0.688,Pandora Agios Dometios,5,4,3,1,8,37.08,0.00%,121,0.063,Pandora Agios Dometios,1,2,1,44,2,3.9,0.00%,,White,(  90.84%),Red
'80015936,National,,,,,,,,,,,411,0.188,Pandora Agios Dometios,4,1,1,3,1,1.33,0.00%,111,0,Pandora Agios Dometios,1,1,1,43,1,4.38,0.00%,,White,( 100.00%),Red
'80015937,National,,,,,,,,,,,432,0.438,Pandora Agios Dometios,4,3,2,3,4,11.03,0.00%,543,0.688,Pandora Agios Dometios - Pandora Athalassas,5,4,3,1,10,35.71,0.00%,,White,57.08%,Blue
'80015940,National,,,,,,,,,,,,,,,,,,,,,112,0.125,Pandora Prodromou,1,1,2,39,1,10.48,0.00%,,White,,White
'80015941,National,,,,,,,,,,,311,0.125,Pandora Agios Dometios,3,1,1,5,1,1.52,0.00%,221,0.125,Pandora Agios Dometios,2,2,1,26,2,3.52,0.00%,,White,0.00%,Green
'80015942,National,,,,,,,,,,,,,,,,,,,,,334,0.625,Pandora Agios Dometios,3,3,4,6,4,45.97,0.00%,,White,,White
'80015943,National,,,,,,,,,,,523,0.563,Pandora Agios Dometios,5,2,3,0,3,26.15,0.00%,234,0.563,Pandora Agios Dometios,2,3,4,26,6,48.29,0.00%,,White,0.00%,Green
'80015944,National,,,,,,,,,,,,,,,,,,,,,322,0.313,Pandora Agios Dometios,3,2,2,8,2,17.37,0.00%,,White,,White
'80015945,National,,,,,,,,,,,,,,,,,,,,,222,0.25,Pandora Agios Dometios,2,2,2,19,2,17.48,0.00%,,White,,White
'80015946,National,,,,,,,,,,,532,0.5,Pandora Agios Dometios,5,3,2,0,4,21.98,0.00%,243,0.5,Pandora Agios Dometios,2,4,3,18,9,27.33,0.00%,,White,0.00%,Green
'80015947,National,,,,,,,,,,,413,0.438,Pandora Agios Dometios,4,1,3,2,2,25.14,0.00%,,,,,,,,,,,,,,Black
'80015948,National,,,,,,,,,,,411,0.188,Pandora Agios Dometios,4,1,1,2,1,10.62,0.00%,543,0.688,Pandora Agios Dometios - Pandora Prodromou,5,4,3,0,7,32.95,0.00%,,White,265.96%,Blue
'80015949,National,,,,,,,,,,,,,,,,,,,,,344,0.688,Pandora Agios Dometios,3,4,4,8,9,73.54,10.36%,,White,,White
'80015950,National,,,,,,,,,,,,,,,,,,,,,323,0.438,Pandora Agios Dometios,3,2,3,7,3,27.49,13.86%,,White,,White
'80015951,National,,,,,,,,,,,511,0.25,Pandora Agios Dometios,5,1,1,1,1,6.16,0.00%,,,,,,,,,,,,,,Black
'80015952,National,,,,,,,,,,,511,0.25,Pandora Agios Dometios,5,1,1,0,1,2.66,0.00%,443,0.625,Pandora Agios Dometios,4,4,3,2,10,27.49,0.00%,,White,150.00%,Blue
'80015955,National,,,,,,,,,,,,,,,,,,,,,344,0.688,Pandora Agios Dometios,3,4,4,11,8,70.67,0.00%,,White,,White
'80015956,National,,,,,,,,,,,,,,,,,,,,,443,0.625,Pandora Agios Dometios - Pandora Prodromou,4,4,3,2,9,28.68,0.00%,,White,,White
'80015957,National,,,,,,,,,,,,,,,,,,,,,342,0.438,Pandora Agios Dometios - Pandora Prodromou,3,4,2,7,7,19.1,0.00%,,White,,White
'80015958,National,,,,,,,,,,,,,,,,,,,,,244,0.625,Pandora Agios Dometios,2,4,4,25,7,55.59,0.00%,,White,,White
'80015959,National,,,,,,,,,,,,,,,,,,,,,132,0.25,Pandora Agios Dometios,1,3,2,32,5,21.98,0.00%,,White,,White
'80015960,National,,,,,,,,,,,511,0.25,Pandora Athalassas,5,1,1,0,2,5.14,0.00%,112,0.125,Pandora Ayios Antonios,1,1,2,60,1,16.29,0.00%,,White,(  50.00%),Red
'80015962,National,,,,,,,,,,,,,,,,,,,,,121,0.063,Pandora Agios Dometios,1,2,1,40,2,4.77,0.00%,,White,,White
'80015963,National,,,,,,,,,,,411,0.188,Pandora Agios Dometios,4,1,1,2,2,6.38,0.00%,143,0.438,Pandora Agios Dometios,1,4,3,38,11,29.34,0.00%,,White,132.98%,Blue
'80015964,National,,,,,,,,,,,,,,,,,,,,,122,0.188,Pandora Agios Dometios,1,2,2,44,3,10.44,0.00%,,White,,White
'80015966,National,,,,,,,,,,,,,,,,,,,,,322,0.313,Pandora Agios Dometios,3,2,2,10,2,10.9,0.00%,,White,,White
'80015967,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,38,1,2.86,0.00%,,White,,White
'80015968,National,,,,,,,,,,,,,,,,,,,,,233,0.438,Pandora Agios Dometios,2,3,3,25,5,26.97,0.00%,,White,,White
'80015969,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,13,1,3.3,0.00%,111,0,Pandora Agios Dometios,1,1,1,34,1,5.52,0.00%,,White,( 100.00%),Red
'80015970,National,,,,,,,,,,,,,,,,,,,,,434,0.688,Pandora Agios Dometios,4,3,4,4,6,80.55,0.00%,,White,,White
'80015972,National,,,,,,,,,,,,,,,,,,,,,443,0.625,Pandora Agios Dometios,4,4,3,5,12,24.94,0.00%,,White,,White
'80015973,National,,,,,,,,,,,,,,,,,,,,,532,0.5,Pandora Agios Dometios,5,3,2,0,4,20.68,0.00%,,White,,White
'80015974,National,,,,,,,,,,,511,0.25,Pandora Agios Dometios,5,1,1,0,1,4.38,0.00%,543,0.688,Pandora Agios Dometios,5,4,3,1,9,34.17,0.00%,,White,175.20%,Blue
'80015975,National,,,,,,,,,,,522,0.438,Pandora Agios Dometios,5,2,2,1,3,22.89,0.00%,122,0.188,Pandora Agios Dometios,1,2,2,30,3,16.6,0.00%,,White,(  57.08%),Red
'80015976,National,,,,,,,,,,,,,,,,,,,,,243,0.5,Pandora Ayios Antonios - Pandora Agios Dometios,2,4,3,14,9,37.71,0.00%,,White,,White
'80015977,National,,,,,,,,,,,,,,,,,,,,,444,0.75,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,4,4,4,3,11,42.48,0.00%,,White,,White
'80015978,National,,,,,,,,,,,,,,,,,,,,,133,0.375,Pandora Tseriou,1,3,3,31,4,28.52,0.00%,,White,,White
'80015980,National,,,,,,,,,,,,,,,,,,,,,321,0.188,Pandora Agios Dometios,3,2,1,10,2,8.15,0.00%,,White,,White
'80015982,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,11,2,8.76,0.00%,,,,,,,,,,,,,,Black
'80015983,National,,,,,,,,,,,532,0.5,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou,5,3,2,1,4,18.1,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Acropoleos - Pandora Kaimakli - Pandora Prodromou,5,5,5,0,29,101.93,0.00%,,White,100.00%,Blue
'80015984,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,31,1,2.28,0.00%,,White,,White
'80015986,National,,,,,,,,,,,412,0.313,Pandora Agios Dometios,4,1,2,4,2,23.49,0.00%,223,0.375,Pandora Ayios Antonios - Pandora Agios Dometios,2,2,3,23,3,23.95,0.00%,,White,19.81%,Green
'80015987,National,,,,,,,,,,,322,0.313,Pandora Agios Dometios,3,2,2,6,3,20.31,0.00%,235,0.688,Pandora Agios Dometios,2,3,5,29,6,91.13,0.00%,,White,119.81%,Blue
'80015988,National,,,,,,,,,,,533,0.625,Pandora Agios Dometios - Pandora Athalassas,5,3,3,1,4,24.7,0.00%,455,0.938,Pandora Agios Dometios - Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,4,5,5,5,24,143.78,6.22%,,White,50.08%,Blue
'80015989,National,,,,,,,,,,,311,0.125,Pandora Agios Dometios,3,1,1,10,1,6.47,0.00%,111,0,Pandora Agios Dometios,1,1,1,54,1,2.86,0.00%,,White,( 100.00%),Red
'80015991,National,,,,,,,,,,,,,,,,,,,,,112,0.125,Pandora Agios Dometios,1,1,2,51,1,12.85,0.00%,,White,,White
'80015992,National,,,,,,,,,,,,,,,,,,,,,122,0.188,Pandora Agios Dometios,1,2,2,37,2,13.98,0.00%,,White,,White
'80015993,National,,,,,,,,,,,553,0.75,Pandora Agios Dometios,5,5,3,0,14,41.02,0.00%,555,1,Pandora Agios Dometios,5,5,5,0,43,117.02,0.00%,,White,33.33%,Green
'80015994,National,,,,,,,,,,,444,0.75,Pandora Prodromou,4,4,4,2,8,67.66,0.00%,345,0.813,Pandora Agios Dometios - Pandora Prodromou,3,4,5,6,9,85.67,0.00%,,White,8.40%,Green
'80015995,National,,,,,,,,,,,423,0.5,Pandora Agios Dometios,4,2,3,2,3,27.2,0.00%,111,0,Pandora Agios Dometios,1,1,1,52,1,4.29,100.00%,,White,( 100.00%),Red
'80015996,National,,,,,,,,,,,331,0.25,Pandora Agios Dometios - Pandora Prodromou,3,3,1,5,4,9.15,0.00%,123,0.313,Pandora Agios Dometios,1,2,3,46,2,33.52,0.00%,,White,25.20%,Green
'80015997,National,,,,,,,,,,,311,0.125,Pandora Agios Dometios,3,1,1,9,1,2.22,0.00%,454,0.813,Pandora Agios Dometios,4,5,4,3,14,42.48,13.44%,,White,550.40%,Blue
'80015998,National,,,,,,,,,,,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,17,1,4.43,0.00%,,White,,White
'80015999,National,,,,,,,,,,,,,,,,,,,,,534,0.75,Pandora Agios Dometios,5,3,4,0,6,49.13,0.00%,,White,,White
'80016001,National,,,,,,,,,,,442,0.5,Pandora Agios Dometios,4,4,2,4,11,19.39,0.00%,445,0.875,Pandora Agios Dometios,4,4,5,5,7,99.23,0.00%,,White,75.00%,Blue
'80016003,National,,,,,,,,,,,,,,,,,,,,,112,0.125,Pandora Athalassas,1,1,2,41,1,17.91,0.00%,,White,,White
'80016004,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,58,1,3.34,0.00%,,,,,,,,,,,,,,Black
'80016005,National,,,,,,,,,,,444,0.75,Pandora Agios Dometios,4,4,4,4,12,66.44,0.00%,454,0.813,Pandora Agios Dometios,4,5,4,2,15,45.72,0.00%,,White,8.40%,Green
'80016006,National,,,,,,,,,,,455,0.938,Pandora Ayios Antonios - Pandora Agios Dometios,4,5,5,2,18,134,0.00%,455,0.938,Pandora Ayios Antonios - Pandora Agios Dometios,4,5,5,5,15,97.78,0.00%,,White,0.00%,Green
'80016007,National,,,,,,,,,,,132,0.25,Pandora Agios Dometios - Pandora Athalassas,1,3,2,33,6,18.35,0.00%,222,0.25,Pandora Athalassas,2,2,2,29,3,17.06,0.00%,,White,0.00%,Green
'80016008,National,,,,,,,,,,,213,0.313,Pandora Ayios Antonios - Pandora Agios Dometios,2,1,3,16,2,26.03,0.00%,,,,,,,,,,,,,,Black
'80016009,National,,,,,,,,,,,532,0.5,Pandora Agios Dometios,5,3,2,0,4,18.01,0.00%,421,0.25,Pandora Agios Dometios,4,2,1,2,2,9.53,0.00%,,White,(  50.00%),Red
'80016010,National,,,,,,,,,,,555,1,Pandora Agios Dometios,5,5,5,1,19,235.37,0.00%,245,0.75,Pandora Agios Dometios,2,4,5,14,11,128.69,0.00%,,White,(  25.00%),Yellow
'80016011,National,,,,,,,,,,,334,0.625,Pandora Agios Dometios - Pandora Tseriou - Pandora Acropoleos,3,3,4,7,6,85.84,0.00%,445,0.875,Pandora Agios Dometios - Pandora Tseriou,4,4,5,3,12,207.24,0.00%,,White,40.00%,Green
'80016012,National,,,,,,,,,,,,,,,,,,,,,554,0.875,Pandora Agios Dometios,5,5,4,0,14,50.47,0.00%,,White,,White
'80016013,National,,,,,,,,,,,432,0.438,Pandora Agios Dometios - Pandora Kaimakli,4,3,2,3,5,23.72,0.00%,244,0.625,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Kaimakli - Pandora Prodromou,2,4,4,18,9,50.02,0.00%,,White,42.69%,Green
'80016014,National,,,,,,,,,,,234,0.563,Pandora Agios Dometios,2,3,4,19,5,65.16,0.00%,133,0.375,Pandora Agios Dometios,1,3,3,51,4,27.32,0.00%,,White,(  33.39%),Red
'80016015,National,,,,,,,,,,,543,0.688,Pandora Agios Dometios,5,4,3,0,10,44.74,0.00%,544,0.813,Pandora Agios Dometios - Pandora Tseriou,5,4,4,1,9,57.56,6.62%,,White,18.17%,Green
'80016016,National,,,,,,,,,,,555,1,Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,29,230.24,0.66%,455,0.938,Pandora Agios Dometios - Pandora Prodromou,4,5,5,2,28,238.81,0.00%,,White,(   6.20%),Yellow
'80016017,National,,,,,,,,,,,344,0.688,Pandora Agios Dometios,3,4,4,9,9,47.72,0.00%,112,0.125,Pandora Agios Dometios,1,1,2,31,1,20.24,0.00%,,White,(  81.83%),Red
'80016018,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,23,1,3.38,0.00%,432,0.438,Pandora Agios Dometios,4,3,2,4,5,16.61,0.00%,,White,595.24%,Blue
'80016019,National,,,,,,,,,,,555,1,Pandora Agios Dometios - Pandora Prodromou,5,5,5,1,23,164.57,0.00%,555,1,Pandora Prodromou,5,5,5,0,31,227.1,0.00%,,White,0.00%,Green
'80016020,National,,,,,,,,,,,312,0.25,Pandora Ayios Antonios - Pandora Prodromou,3,1,2,9,2,11.87,0.00%,,,,,,,,,,,,,,Black
'80016022,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,56,1,4.34,0.00%,221,0.125,Pandora Agios Dometios,2,2,1,25,2,7.87,0.00%,,White,100.00%,Blue
'80016023,National,,,,,,,,,,,444,0.75,Pandora Agios Dometios,4,4,4,4,11,67.93,0.00%,122,0.188,Pandora Agios Dometios,1,2,2,37,3,14.01,0.00%,,White,(  74.93%),Red
'80016024,National,,,,,,,,,,,443,0.625,Pandora Agios Dometios,4,4,3,3,11,31.63,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,28,5,27.36,0.00%,,White,(  29.92%),Yellow
'80016025,National,,,,,,,,,,,554,0.875,Pandora Agios Dometios - Pandora Kaimakli,5,5,4,1,16,58.01,0.00%,455,0.938,Pandora Agios Dometios - Pandora Kaimakli - Pandora Prodromou,4,5,5,5,37,131.45,0.00%,,White,7.20%,Green
'80016026,National,,,,,,,,,,,232,0.313,Pandora Agios Dometios,2,3,2,13,7,21.35,0.00%,454,0.813,Pandora Agios Dometios,4,5,4,3,15,48.43,0.00%,,White,159.74%,Blue
'80016027,National,,,,,,,,,,,333,0.5,Pandora Agios Dometios,3,3,3,8,4,29.05,0.00%,322,0.313,Pandora Agios Dometios - Pandora Athalassas,3,2,2,6,3,20.3,0.00%,,White,(  37.40%),Red
'80016028,National,,,,,,,,,,,433,0.563,Pandora Agios Dometios,4,3,3,4,4,28.05,0.00%,344,0.688,Pandora Agios Dometios,3,4,4,6,12,57.18,0.00%,,White,22.20%,Green
'80016030,National,,,,,,,,,,,545,0.938,Pandora Agios Dometios - Pandora Prodromou,5,4,5,0,12,109.5,2.05%,345,0.813,Pandora Agios Dometios - Pandora Prodromou,3,4,5,9,12,141.09,0.00%,,White,(  13.33%),Yellow
'80016031,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,35,1,8.1,0.00%,,,,,,,,,,,,,,Black
'80016032,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,50,1,3.7,0.00%,,White,,White
'80016033,National,,,,,,,,,,,444,0.75,Pandora Agios Dometios - Pandora Tseriou,4,4,4,3,8,53.3,0.00%,123,0.313,Pandora Tseriou,1,2,3,36,3,23.62,0.00%,,White,(  58.27%),Red
'80016034,National,,,,,,,,,,,244,0.625,Pandora Agios Dometios,2,4,4,21,9,54.79,0.00%,412,0.313,Pandora Agios Dometios,4,1,2,2,1,10.33,0.00%,,White,(  49.92%),Red
'80016038,National,,,,,,,,,,,332,0.375,Pandora Agios Dometios,3,3,2,7,6,13.52,0.00%,232,0.313,Pandora Agios Dometios,2,3,2,27,4,16.53,0.00%,,White,(  16.53%),Yellow
'80016041,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,21,2,10.86,0.00%,221,0.125,Pandora Agios Dometios,2,2,1,22,2,6.76,0.00%,,White,98.41%,Blue
'80016042,National,,,,,,,,,,,434,0.688,Pandora Agios Dometios,4,3,4,2,7,55.35,0.00%,133,0.375,Pandora Agios Dometios,1,3,3,38,4,40,0.00%,,White,(  45.49%),Red
'80016043,National,,,,,,,,,,,453,0.688,Pandora Agios Dometios,4,5,3,2,15,31.59,0.00%,543,0.688,Pandora Agios Dometios - Pandora Acropoleos,5,4,3,1,12,23.26,0.00%,,White,0.00%,Green
'80016044,National,,,,,,,,,,,112,0.125,Pandora Ayios Antonios,1,1,2,26,1,11.86,0.00%,321,0.188,Pandora Agios Dometios,3,2,1,8,2,4.76,0.00%,,White,50.40%,Blue
'80016045,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,41,1,2,0.00%,321,0.188,Pandora Agios Dometios,3,2,1,10,2,8.18,0.00%,,White,100.00%,Blue
'80016046,National,,,,,,,,,,,555,1,Pandora Agios Dometios,5,5,5,1,41,156.46,0.00%,555,1,Pandora Agios Dometios,5,5,5,1,36,158.15,0.00%,,White,0.00%,Green
'80016048,National,,,,,,,,,,,211,0.063,Pandora Prodromou,2,1,1,11,1,1.81,0.00%,,,,,,,,,,,,,,Black
'80016051,National,,,,,,,,,,,311,0.125,Pandora Ayios Antonios,3,1,1,10,1,10.78,0.00%,411,0.188,Pandora Ayios Antonios,4,1,1,2,1,6.67,0.00%,,White,50.40%,Blue
'80016052,National,,,,,,,,,,,,,,,,,,,,,311,0.125,Pandora Agios Dometios,3,1,1,10,1,1.52,0.00%,,White,,White
'80016053,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,33,2,3.8,0.00%,,,,,,,,,,,,,,Black
'80016055,National,,,,,,,,,,,555,1,Pandora Agios Dometios,5,5,5,1,21,102.03,0.00%,454,0.813,Pandora Agios Dometios,4,5,4,2,15,71.26,0.00%,,White,(  18.70%),Yellow
'80016056,National,,,,,,,,,,,223,0.375,Pandora Ayios Antonios - Pandora Agios Dometios,2,2,3,21,3,25.36,0.00%,,,,,,,,,,,,,,Black
'80016057,National,,,,,,,,,,,355,0.875,Pandora Agios Dometios - Pandora Athalassas,3,5,5,5,15,102.37,0.00%,455,0.938,Pandora Agios Dometios,4,5,5,2,19,149.33,0.00%,,White,7.20%,Green
'80016059,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,28,1,1.52,0.00%,,,,,,,,,,,,,,Black
'80016060,National,,,,,,,,,,,122,0.188,Pandora Agios Dometios,1,2,2,40,3,21.43,0.00%,,,,,,,,,,,,,,Black
'80016062,National,,,,,,,,,,,213,0.313,Pandora Agios Dometios,2,1,3,20,1,32.47,0.00%,112,0.125,Pandora Agios Dometios,1,1,2,40,1,12.39,0.00%,,White,(  60.06%),Red
'80016063,National,,,,,,,,,,,545,0.938,Pandora Agios Dometios - Pandora Prodromou,5,4,5,0,11,168.32,0.79%,455,0.938,Pandora Agios Dometios - Pandora Prodromou,4,5,5,2,16,148.43,0.00%,,White,0.00%,Green
'80016064,National,,,,,,,,,,,444,0.75,Pandora Agios Dometios - Pandora Acropoleos - Pandora Athalassas,4,4,4,4,11,87.54,0.00%,244,0.625,Pandora Athalassas,2,4,4,23,7,63.44,0.00%,,White,(  16.67%),Yellow
'80016065,National,,,,,,,,,,,553,0.75,Pandora Agios Dometios,5,5,3,0,16,39.18,0.00%,242,0.375,Pandora Agios Dometios,2,4,2,20,7,14.1,0.00%,,White,(  50.00%),Red
'80016066,National,,,,,,,,,,,243,0.5,Pandora Agios Dometios - Pandora Prodromou,2,4,3,16,8,45.44,2.84%,233,0.438,Pandora Agios Dometios - Pandora Prodromou,2,3,3,15,5,24.69,5.22%,,White,(  12.40%),Yellow
'80016067,National,,,,,,,,,,,432,0.438,Pandora Agios Dometios,4,3,2,2,5,13.61,0.00%,544,0.813,Pandora Agios Dometios,5,4,4,1,7,67.13,0.00%,,White,85.62%,Blue
'80016068,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,11,2,10.81,0.00%,533,0.625,Pandora Agios Dometios,5,3,3,0,5,33.46,0.00%,,White,892.06%,Blue
'80016069,National,,,,,,,,,,,553,0.75,Pandora Agios Dometios,5,5,3,0,18,46.7,0.00%,254,0.688,Pandora Agios Dometios,2,5,4,21,14,46.36,0.00%,,White,(   8.27%),Yellow
'80016071,National,,,,,,,,,,,455,0.938,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Athalassas,4,5,5,4,32,170.71,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Prodromou,5,5,5,1,17,96.09,2.48%,,White,6.61%,Green
'80016072,National,,,,,,,,,,,433,0.563,Pandora Agios Dometios,4,3,3,2,7,41.81,0.00%,244,0.625,Pandora Agios Dometios,2,4,4,18,7,45.01,0.00%,,White,11.01%,Green
'80016074,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,12,1,5.43,0.00%,,,,,,,,,,,,,,Black
'80016075,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,15,2,3.04,0.00%,111,0,Pandora Agios Dometios,1,1,1,47,1,3.81,0.00%,,White,( 100.00%),Red
'80016076,National,,,,,,,,,,,444,0.75,Pandora Agios Dometios,4,4,4,3,13,80.94,0.00%,444,0.75,Pandora Agios Dometios - Pandora Athalassas,4,4,4,3,9,50.35,0.00%,,White,0.00%,Green
'80016077,National,,,,,,,,,,,555,1,Pandora Agios Dometios,5,5,5,1,35,154.61,0.00%,554,0.875,Pandora Agios Dometios - Pandora Kaimakli,5,5,4,1,18,77.38,0.00%,,White,(  12.50%),Yellow
